"100072","0","0","9","25","32","1760","10","19","24"
"100073","1","0","10","27","38","6829","7","15","34"
"100074","0","0","13","22","38","15907","11","11","13"
"100075","3","0","0","21","28","11833","13","13","31"
"100076","3","1","15","23","28","3891","8","15","19"
"100077","0","0","1","14","24","8290","12","20","20"
"100078","0","0","7","13","21","9326","3","5","25"
"100079","3","3","4","7","18","1276","14","17","17"
"100080","2","1","11","26","32","5213","11","19","19"
"100081","1","1","18","18","38","17753","0","19","21"
"100082","1","0","18","20","24","16687","10","10","10"
"100083","4","3","4","25","33","10572","12","12","16"
"100084","3","0","11","14","28","13962","5","13","17"
"100085","4","3","7","16","34","4504","7","24","24"
"100086","2","2","15","16","16","16122","12","19","19"
"100087","0","0","8","29","29","11547","5","21","25"
"100088","2","2","3","22","22","15273","13","13","23"
"100089","4","3","8","10","30","18244","14","19","22"
"100090","3","3","10","18","32","12050","14","14","25"
"100091","3","3","1","13","17","2409","1","22","22"
"100092","3","3","10","24","24","7629","13","16","16"
"100093","1","1","9","26","36","8201","4","20","20"
"100094","4","1","12","25","28","3514","6","10","10"
"100095","0","0","2","27","27","6625","3","23","23"
"100096","2","1","16","27","27","14055","8","24","24"
"100097","1","1","11","11","24","13935","5","6","22"
"100098","3","1","16","16","32","2585","1","7","31"
"100099","0","0","4","12","12","14482","2","6","7"
"100100","3","0","16","16","32","10596","6","13","13"
"100101","4","1","4","22","30","15900","2","12","12"
"100102","4","2","18","18","19","16909","2","8","18"
"100103","4","2","10","23","25","6821","8","24","24"
"100104","1","1","18","20","24","14804","11","11","27"
"100105","0","0","7","17","17","16293","10","10","10"
"100106","4","4","16","16","35","13845","8","16","18"
"100107","0","0","19","19","25","9652",\N,"24","33"
"100108","1","1","1","12","34","17185","0","23","23"
"100109","1","1","15","15","15","18691","7","17","21"
"100110","3","1","7","8","19","2955","5","19","19"
"100111","4","3","2","10","24","9171",\N,"6","16"
"100112","4","3","14","27","27","11515","10","15","15"
"100113","2","2","4","29","29","13258","12","13","14"
"100114","0","0","7","7","29","11585","4","5","27"
"100115","1","1","10","28","28","13860","9","9","12"
"100116","0","0","19","19","38","14730","14","18","18"
"100117","2","1","17","17","28","6843","14","14","27"
"100118","1","1","0","23","23","9638","13","21","23"
"100119","4","3","16","16","34","12634","0","13","13"
"100120","0","0","0","12","32","14870","10","21","21"
"100122","1","1","2","19","19","2722","9","15","26"
"100123","4","4","14","14","33","2078","10","13","25"
"100124","3","2","5","17","26","8724","1","19","19"
"100125","0","0","19","19","39","2427","2","20","20"
"100126","0","0","13","27","30","4954","8","20","20"
"100127","0","0","4","26","31","3247","10","15","15"
"100128","0","0","14","14","22","14060","4","10","10"
"100129","4","1","2","16","23","12032","10","10","32"
"100130","1","0","3","21","24","6208","14","19","23"
"100131","0","0","18","24","24","4039","12","19","19"
"100132","3","1","6","17","17","2021","5","16","24"
"100133","4","1","8","25","32","6638","14","14","24"
"100134","4","2","0","29","29","10916","4","24","34"
"100135","4","0","17","17","17","12708","13","22","22"
"100136","3","0","0","11","27","13219","4","16","16"
"100137","1","1","17","19","24","16778","1","17","17"
"100138","3","3","1","17","25","13830","6","6","21"
"100139","3","2","9","26","26","15764","3","22","30"
"100140","3","3","8","22","27","11476","2","6","27"
"100141","0","0","4","20","28","8054","6","19","28"
"100142","0","0","2","20","20","4346","12","12","24"
"100143","4","2","1","27","37","14279","7","7","7"
"100144","1","1","12","14","34","17857","13","15","15"
"100145","2","0","18","18","34","3232","5","15","29"
"100146","0","0","6","12","20","7062","0","20","20"
"100147","2","2","7","23","23","5561","10","10","33"
"100148","0","0","8","8","27","9069","5","16","16"
"100149","0","0","0","22","27","18904","10","18","25"
"100150","4","1","6","10","17","10039","6","8","12"
"100151","0","0","13","29","29","2063","0","15","15"
"100152","4","2","2","12","36","2506","11","21","21"
"100153","0","0","1","15","36","10407","3","15","22"
"100154","1","1","0","20","35","14801","14","19","34"
"100155","1","1","19","19","23","10550","3","18","25"
"100156","2","1","19","19","31","13102","3","17","27"
"100157","1","0","17","17","17","14728","0","9","30"
"100158","0","0","17","17","30","7965","7","23","23"
"100159","2","2","4","13","24","7715","1","23","31"
"100160","3","2","8","27","27","15476","7","7","31"
"100161","0","0","16","18","37","11623","10","16","16"
"100162","2","1","13","13","25","11888","3","18","18"
"100163","2","0","10","17","17","6257","6","8","11"
"100164","3","3","7","13","34","6490","10","14","17"
"100165","1","0","0","12","25","13019","3","4","27"
"100166","1","1","16","25","28","7783","8","12","12"
"100167","0","0","19","19","28","16055","14","14","14"
"100168","4","4","3","15","33","4027","7","7","31"
"100169","1","1","16","16","33","11524","4","7","33"
"100170","3","1","19","19","19","3958","7","7","23"
"100171","0","0","9","17","35","3446","12","12","12"
"100172","3","0","6","12","29","1020","12","12","24"
"100173","1","1","12","12","24","5459","11","11","11"
"100174","0","0","12","12","25","17419","1","19","19"
"100175","0","0","17","22","34","10466","6","18","22"
"100176","0","0","18","27","36","3095","1","3","17"
"100177","3","0","14","14","18","5020","7","11","18"
"100178","3","1","5","15","21","9461","4","4","26"
"100179","3","1","7","8","11","3738","14","21","21"
"100180","1","1","19","19","30","1887","5","22","22"
"100181","2","2","2","27","27","2243","12","12","12"
"100182","1","0","2","10","38","1542","10","16","17"
"100183","2","2","7","8","22","10010","4","20","20"
"100184","0","0","3","14","29","15101","3","3","16"
"100185","4","0","1","13","14","18122","0","5","30"
"100186","0","0","18","18","32","2576","8","24","24"
"100187","2","2","13","21","21","4607","6","6","15"
"100188","0","0","15","17","17","8303","3","11","31"
"100189","4","4","7","23","23","11945","6","6","19"
"100190","0","0","3","6","15","18285","3","5","5"
"100191","0","0","11","13","25","9535","14","24","30"
"100192","3","3","16","17","23","14230","4","22","26"
"100193","1","0","13","24","39","9211","1","9","27"
"100194","0","0","8","15","22","6410","10","22","30"
"100195","0","0","8","8","27","7917","7","13","13"
"100196","2","1","4","21","22","11277","1","13","21"
"100197","3","3","18","18","18","2065","1","11","11"
"100198","4","1","5","14","34","17219","2","8","33"
"100199","1","1","19","26","26","7399","14","14","17"
"100200","1","1","13","13","13","9203","4","21","21"
"100201","0","0","17","17","23","5715","3","3","23"
"100202","4","2","19","19","19","1559","0","7","34"
"100203","1","1","18","25","25","7842","12","12","12"
"100204","0","0","13","16","16","12399","14","14","14"
"100205","0","0","16","16","22","12871","6","20","20"
"100206","2","1","12","12","38","6015","7","7","7"
"100207","3","1","17","17","37","10955","12","20","20"
"100208","1","1","19","19","19","6474","0","12","22"
"100209","4","1","3","7","11","9594","0","12","30"
"100210","2","0","15","24","24","16843","11","11","11"
"100211","0","0","4","12","16","18741","14","22","33"
"100212","3","3","3","19","19","13280","6","6","34"
"100213","1","1","7","22","27","17457","8","19","22"
"100214","3","2","4","19","19","3167","10","10","29"
"100215","0","0","9","20","30","12340","14","18","32"
"100216","0","0","7","23","23","18556","2","9","33"
"100217","0","0","3","7","12","9668","13","13","15"
"100218","4","0","0","12","21","18010","13","17","23"
"100219","1","0","1","18","18","3133","7","7","32"
"100220","0","0","2","5","25","11090","4","8","12"
"100221","0","0","11","26","27","16230","0","22","22"
"100222","1","1","3","20","20","8230","1","13","29"
"100223","4","3","18","20","31","6019","2","8","24"
"100224","2","2","3","25","26","8226","3","15","17"
"100225","2","2","15","23","30","3662","10","10","30"
"100226","1","1","9","10","39","12474","13","15","15"
"100227","4","4","10","10","27","1237","8","11","19"
"100228","0","0","9","22","27","2603","11","11","29"
"100229","2","2","19","22","35","19532","2","20","20"
"100230","0","0","11","18","37","14213","13","13","13"
"100231","2","1","11","23","23","6892","0","10","20"
"100232","3","0","18","28","28","10549","12","21","21"
"100233","1","1","7","9","33","3922","14","18","18"
"100234","2","0","3","28","28","6766","14","14","14"
"100235","0","0","14","16","16","1293","0","14","14"
"100236","2","1","13","13","31","4517","5","12","23"
"100237","3","2","14","18","39","6834","0","14","33"
"100238","1","1","8","13","30","14890","14","14","31"
"100239","2","0","8","13","13","14345","6","22","22"
"100241","1","1","4","12","12","11419","1","9","15"
"100242","2","2","14","17","27","12661","4","19","31"
"100243","2","1","13","16","20","11031","6","12","28"
"100244","3","1","19","19","35","11676","4","6","32"
"100245","2","2","0","6","22","10690","12","19","23"
"100246","3","0","0","18","35","18386","1","14","24"
"100247","1","1","17","17","17","2355","3","6","25"
"100248","0","0","17","26","26","6273","10","16","22"
"100249","4","1","10","14","36","5565","6","19","22"
"100250","3","1","3","19","20","11737","10","17","32"
"100251","4","2","18","23","23","3045","10","23","25"
"100252","4","1","13","13","18","16838","12","12","21"
"100253","1","1","1","10","21","3544","13","13","31"
"100254","1","1","12","18","18","8353","5","19","24"
"100255","3","3","11","29","30","15089","5","23","32"
"100256","1","0","14","18","25","12563","0","8","28"
"100257","0","0","5","5","35","4866","13","13","24"
"100258","4","4","3","19","19","6273","12","21","21"
"100259","4","1","12","12","31","16555","12","24","24"
"100260","1","0","19","19","19","12076","4","14","14"
"100261","4","2","13","18","33","12411","9","9","13"
"100262","2","2","3","9","28","2435","5","19","19"
"100263","4","2","1","15","28","12887","8","16","26"
"100264","3","0","0","16","37","12844","9","9","14"
"100265","3","0","2","23","25","3019","1","13","15"
"100266","4","3","15","15","39","7391","4","20","30"
"100267","1","1","2","16","21","5537","10","24","34"
"100268","4","1","18","18","34","1335","14","14","34"
"100269","1","1","3","25","33","5781","8","9","25"
"100270","1","1","2","6","26","7522","14","14","30"
"100271","3","3","1","9","12","6911","13","14","17"
"100272","0","0","10","26","26","16431","12","22","22"
"100273","3","3","5","23","30","16829","4","23","23"
"100274","0","0","13","27","30","8414","4","21","21"
"100275","3","3","2","9","28","8973","4","22","32"
"100276","3","3","2","5","21","12834","8","22","22"
"100277","1","1","4","26","26","2296","14","15","15"
"100278","2","2","11","11","34","16419","6","23","23"
"100279","1","0","19","19","25","6498","2","19","31"
"100280","4","2","15","15","15","15643","1","5","34"
"100281","4","1","8","13","38","6010","14","24","24"
"100282","4","1","13","22","22","10709","12","14","29"
"100283","4","2","14","29","29","9421","8","10","12"
"100284","2","1","13","15","20","1285","6","19","29"
"100285","3","1","11","16","29","11393","14","21","21"
"100286","3","3","15","20","36","10158","1","19","22"
"100287","2","0","17","27","27","6952","6","18","32"
"100288","4","2","0","8","30","2649","5","5","17"
"100289","0","0","17","17","25","11384","12","21","34"
"100290","1","1","12","23","23","18265","4","9","9"
"100291","0","0","9","29","29","1905","11","16","21"
"100292","2","2","13","13","34","15702","8","18","18"
"100293","4","3","12","12","20","7268","6","6","11"
"100294","0","0","6","17","28","4588","9","9","27"
"100295","3","1","8","8","12","16450","13","24","31"
"100296","1","1","17","19","25","4531","11","11","16"
"100297","0","0","6","21","25","4611","5","10","13"
"100298","3","1","2","25","33","4684","3","14","14"
"100299","0","0","7","28","28","2702","5","13","34"
"100300","3","2","15","23","23","15350","0","16","27"
"100301","1","0","7","11","36","4630","7","7","15"
"100302","4","4","12","17","36","4421","1","11","22"
"100303","2","2","14","14","14","6749","10","10","16"
"100304","3","3","13","13","20","9123","14","14","14"
"100305","0","0","1","26","28","9095","4","21","21"
"100306","3","1","0","5","31","5077","9","15","32"
"100307","2","1","13","20","20","2711","3","6","20"
"100308","3","3","6","26","32","5895","4","17","30"
"100309","4","3","9","26","27","17165","0","10","10"
"100310","3","3","1","7","20","16434","14","14","26"
"100311","1","1","17","24","24","9104","5","12","12"
"100312","1","1","13","27","38","8347","9","18","18"
"100314","0","0","5","17","17","3330","5","19","19"
"100315","2","1","14","17","32","8221","4","7","10"
"100316","3","2","10","24","24","14230","14","21","28"
"100317","0","0","2","14","37","8365","14","19","19"
"100318","2","0","5","20","20","2731","12","12","26"
"100319","2","2","8","20","28","11604","0","9","24"
"100320","0","0","17","17","17","4696","5","18","25"
"100321","0","0","3","9","29","2712","9","17","21"
"100322","2","1","13","25","25","8277","11","11","33"
"100323","1","1","11","11","37","1744","8","20","20"
"100324","1","0","8","29","29","16376","12","23","31"
"100325","2","2","4","10","12","11872","6","11","27"
"100326","0","0","8","25","27","3409",\N,"18","26"
"100327","0","0","18","18","31","9194","5","15","15"
"100328","0","0","6","10","11","8072","13","13","18"
"100329","2","1","2","17","17","4962","10","10","24"
"100330","4","2","6","12","35","11302","1","3","23"
"100331","1","0","10","19","30","9250","6","24","27"
"100332","0","0","12","16","16","2454","12","12","26"
"100333","4","3","9","9","37","5425","3","11","25"
"100334","4","4","3","25","25","19198","14","19","19"
"100335","0","0","13","24","33","9439","2","9","30"
"100336","4","0","18","18","31","16859","10","10","29"
"100337","1","1","11","25","25","4096","14","14","29"
"100338","3","0","9","18","18","19643","6","23","32"
"100339","2","0","7","26","31","19633","8","23","31"
"100340","2","2","7","24","28","5513","6","24","29"
"100341","1","1","9","9","10","9932","4","11","19"
"100342","3","0","1","14","37","19615","6","15","26"
"100343","0","0","1","10","11","15131","2","9","15"
"100344","2","0","2","12","31","2140","0","20","24"
"100345","4","0","14","14","14","1105","8","19","19"
"100346","2","2","14","19","19","4148","7","21","28"
"100347","0","0","17","17","17","9016","12","22","26"
"100348","4","2","3","16","38","5798","2","16","16"
"100349","0","0","6","16","34","11194","14","14","16"
"100350","4","2","1","12","33","7822","11","13","13"
"100352","4","2","13","13","15","19546","0","24","24"
"100353","2","0","17","22","22","10552","3","4","34"
"100354","0","0","4","29","31","17841","0","11","19"
"100356","2","2","11","11","20","10961","12","21","21"
"100357","0","0","5","11","29","15543","9","9","10"
"100358","0","0","4","10","36","15111","7","9","10"
"100359","3","3","11","25","27","11735","14","14","14"
"100360","1","1","3","9","11","17833","10","10","21"
"100361","2","2","12","20","20","12754","14","14","14"
"100363","2","2","2","15","15","10428","1","14","33"
"100364","1","0","10","10","33","18261","4","4","8"
"100365","2","0","9","11","24","13037","7","13","13"
"100366","4","1","15","19","20","3578","2","11","13"
"100367","4","1","16","16","34","18576","4","7","24"
"100368","2","2","0","11","36","15960","3","4","26"
"100369","3","3","10","11","34","3031","9","9","31"
"100370","0","0","0","16","16","15357","0","9","9"
"100371","0","0","2","27","39","2899","10","20","20"
"100372","1","1","6","14","36","1027","3","4","8"
"100373","4","4","11","20","28","11655",\N,"13","30"
"100374","1","1","2","22","31","16526","10","20","20"
"100375","1","1","13","25","25","19343","9","17","25"
"100376","3","1","18","25","25","5516","14","14","29"
"100377","4","4","10","23","38","17600","2","15","28"
"100378","3","3","0","27","27","6509","1","8","21"
"100379","2","0","11","14","14","5901","9","12","21"
"100380","0","0","4","14","21","6824","14","14","25"
"100381","3","1","8","9","10","15572","0","20","20"
"100382","1","1","16","16","31","5161","14","14","27"
"100383","2","0","18","27","27","4159","11","22","22"
"100384","1","1","6","7","20","11333","10","17","19"
"100385","2","1","14","20","20","10268","8","12","34"
"100386","3","3","7","8","32","9879","0","4","18"
"100387","0","0","15","29","29","17795","13","13","13"
"100388","2","0","1","25","25","3265","3","8","18"
"100389","0","0","16","16","26","7679","11","11","18"
"100390","0","0","1","10","19","7878","8","8","11"
"100391","3","1","10","10","20","12712","10","19","29"
"100392","4","4","15","19","19","9546","6","8","30"
"100393","3","3","1","28","28","8805","11","11","22"
"100394","2","2","5","16","18","2012","1","9","27"
"100395","3","2","11","23","23","15426","11","12","30"
"100396","4","0","9","19","19","6578","13","13","13"
"100397","2","1","7","15","36","13527","12","14","22"
"100399","1","1","16","16","25","8997","14","19","22"
"100400","2","0","14","18","31","6691","7","24","24"
"100401","1","1","10","22","22","7998","14","14","14"
"100402","3","0","15","26","32","10223","6","18","18"
"100403","3","1","8","20","24","17817","12","13","13"
"100404","3","3","10","29","35","8384","8","8","32"
"100405","0","0","3","14","23","9427","2","13","13"
"100406","3","2","9","10","33","11447","8","8","11"
"100407","0","0","9","17","18","12498","13","13","13"
"100408","4","1","1","14","25","6617","3","10","14"
"100409","2","0","3","16","21","11050","5","11","30"
"100410","1","1","4","5","15","10704","5","6","16"
"100411","0","0","2","22","35","5906","0","19","29"
"100412","1","1","18","20","29","16313","10","23","23"
"100413","4","4","7","27","27","14668","8","22","34"
"100414","0","0","19","19","23","18557","13","13","13"
"100415","4","3","3","17","33","11401","14","14","33"
"100416","1","0","0","5","31","9228","3","3","14"
"100417","1","1","19","19","32","6169","8","10","10"
"100418","4","4","19","25","35","18498","12","12","19"
"100419","0","0","3","12","20","4238","0","6","14"
"100420","2","2","7","22","35","4404","10","10","28"
"100422","0","0","1","6","31","7196","7","7","31"
"100423","1","1","1","18","29","2220","5","13","20"
"100424","1","1","5","14","20","8917","12","12","19"
"100425","0","0","1","23","23","18819","3","17","17"
"100426","0","0","14","29","30","18702","6","22","22"
"100427","1","1","15","17","23","6475","2","22","22"
"100428","3","0","12","12","25","1251","1","23","33"
"100429","3","3","4","5","14","14844","11","11","33"
"100430","2","1","1","24","24","9945","4","9","9"
"100431","0","0","19","19","38","3400","6","18","22"
"100432","0","0","0","9","39","1576","12","12","28"
"100433","4","3","18","27","32","17939","12","22","25"
"100434","1","1","14","17","22","13302","13","13","13"
"100435","1","0","4","10","18","4839","1","24","24"
"100436","1","1","13","27","35","2592","4","8","25"
"100437","2","1","16","16","19","9505","6","21","28"
"100438","3","2","17","17","17","6916","1","24","24"
"100439","1","1","18","18","20","17346","5","10","10"
"100440","4","0","18","18","18","15068","7","12","12"
"100441","3","2","1","10","29","16875","3","17","17"
"100442","4","1","19","24","24","17479","11","24","24"
"100443","2","0","1","16","34","7569","10","10","11"
"100444","1","1","9","9","10","17420","12","21","21"
"100445","0","0","4","9","29","7678","8","8","8"
"100446","1","1","19","26","26","10440","5","23","23"
"100447","0","0","3","23","23","8800","5","16","16"
"100448","3","0","12","18","31","7465","5","13","34"
"100449","3","3","12","13","13","17833","2","12","12"
"100450","1","1","8","24","30","14225","5","11","24"
"100451","1","0","2","20","39","5787","6","19","19"
"100452","0","0","17","17","29","11449","2","12","18"
"100453","3","3","10","14","33","4912","1","17","29"
"100454","0","0","6","6","34","5610","4","20","33"
"100455","3","0","13","26","26","8228","5","10","31"
"100456","2","2","16","16","30","12754","14","14","14"
"100457","2","2","12","13","20","16326","7","17","29"
"100458","2","2","7","15","27","16408","4","8","15"
"100459","1","1","6","6","18","14312","3","22","22"
"100460","0","0","11","14","25","16847","3","17","17"
"100461","4","3","10","11","14","5233","3","15","15"
"100462","0","0","10","13","20","19317","4","5","17"
"100463","1","1","0","20","20","18396","9","9","28"
"100464","3","0","12","19","19","8255","4","20","20"
"100465","2","0","5","8","36","16115","0","24","24"
"100466","2","1","1","16","20","9506","5","24","27"
"100467","3","3","9","22","22","8900",\N,"5","30"
"100468","4","4","0","29","29","12731","13","18","18"
"100469","0","0","10","23","27","9244","0","7","11"
"100470","1","1","0","13","35","10620","9","9","26"
"100471","0","0","4","29","29","18369","5","16","26"
"100472","4","4","4","8","20","17936","12","23","34"
"100473","3","3","11","11","33","8371","8","11","18"
"100474","3","3","14","14","16","10236","10","10","17"
"100475","2","0","6","18","18","1582","5","7","13"
"100476","0","0","19","19","19","8121","13","13","21"
"100477","0","0","9","9","15","16978",\N,"15","15"
"100478","3","0","12","22","35","4166","14","14","19"
"100479","3","2","2","12","34","2150","0","20","20"
"100480","2","2","16","16","34","4297","8","8","27"
"100481","1","0","13","13","30","5314","9","19","20"
"100482","2","2","10","14","23","18200","0","6","23"
"100483","4","4","10","15","26","4917","6","11","11"
"100484","0","0","14","14","21","7216","5","19","19"
"100485","0","0","8","18","18","14226","10","10","17"
"100486","2","1","2","6","38","4006","4","4","20"
"100487","2","2","10","17","29","7167","11","11","33"
"100488","1","1","1","19","19","16466","3","16","26"
"100489","0","0","18","18","18","17985","12","18","28"
"100490","0","0","16","16","33","4564","10","15","28"
"100491","1","1","15","18","18","16480","8","9","34"
"100492","4","1","6","27","27","19242","2","12","30"
"100493","2","2","4","18","30","17938","14","14","14"
"100494","1","1","2","15","26","19982","10","10","14"
"100495","3","0","3","19","19","13476","6","7","19"
"100496","3","3","7","15","26","13317","6","9","14"
"100497","2","2","19","19","39","5332","8","8","8"
"100498","4","4","11","11","18","9660","9","20","20"
"100499","0","0","17","19","23","16804","14","23","23"
"100500","2","1","7","7","17","18421","3","5","27"
"100501","2","2","2","28","28","18876","0","6","18"
"100502","3","1","18","24","24","12244","5","5","25"
"100503","1","1","14","20","33","6741","8","23","23"
"100504","1","1","8","26","29","8864","13","17","32"
"100505","2","1","12","12","12","14116","7","7","8"
"100506","0","0",\N,"26","31","8166","5","9","26"
"100507","4","1","3","12","31","17193","4","15","22"
"100508","3","3","4","12","33","4400","14","14","14"
"100509","1","1","19","28","28","19641","2","22","22"
"100510","3","1","5","19","27","19497","12","12","12"
"100511","3","3","12","25","25","3227","1","19","19"
"100512","2","0","3","18","18","17336","10","20","28"
"100513","2","2","4","6","30","17228","11","15","18"
"100514","3","3","0","8","22","2902","7","22","22"
"100515","3","3","0","13","28","14545","14","17","17"
"100516","1","1","13","18","38","2620","13","15","15"
"100517","3","0","4","15","20","16828","10","10","24"
"100518","1","1","0","10","30","12769","3","17","20"
"100520","2","2","10","11","19","6532","7","18","33"
"100521","0","0","12","20","30","7944","12","12","16"
"100522","0","0","19","27","29","1473","0","10","25"
"100523","3","3","9","24","24","2973","7","7","12"
"100524","1","1","9","9","32","10557","8","16","28"
"100525","2","1","15","28","30","13016","10","19","22"
"100526","2","2","19","19","27","5672","7","24","24"
"100527","2","2","16","16","32","17545","2","3","9"
"100528","4","1","7","26","26","16069","9","15","32"
"100529","0","0","10","25","25","9104",\N,"22","22"
"100530","2","0","7","27","27","9950","7","8","28"
"100531","3","3","14","29","33","14439","4","16","33"
"100532","2","2","3","17","17","9880","3","18","23"
"100533","2","1","18","23","23","10609","6","20","31"
"100534","1","0","2","9","19","12737",\N,"15","15"
"100536","4","3","11","23","23","19380","5","8","10"
"100537","4","1","0","13","16","11942","10","15","21"
"100538","2","2","0","19","29","17070","11","18","33"
"100539","1","1","16","16","22","19845","12","23","23"
"100540","2","2","0","22","25","12181","10","19","29"
"100541","0","0","17","17","29","7869","8","11","11"
"100542","2","2","14","25","35","14006","7","9","9"
"100543","3","0","12","24","28","10198","7","7","19"
"100544","0","0","3","24","30","1147","5","7","31"
"100545","3","1","6","19","27","8635","12","12","12"
"100546","2","2","15","20","20","18511","7","22","22"
"100547","4","3","17","22","31","12867","3","19","19"
"100548","3","2","14","14","14","8574","10","22","22"
"100549","2","2","15","15","30","14766","0","14","30"
"100550","4","0","9","12","31","12980","13","13","24"
"100551","4","4","11","24","24","12880","4","9","31"
"100552","3","3","15","19","28","18420","9","24","24"
"100553","1","1","12","21","28","12353","13","21","26"
"100554","2","1","3","12","22","9850","1","4","34"
"100555","1","1","18","26","26","17961","2","7","8"
"100556","2","2","1","6","19","19873","5","23","23"
"100557","2","1","14","14","15","18514","14","14","14"
"100558","4","3","3","6","12","12152","12","12","16"
"100559","1","1","0","28","31","16032","13","13","15"
"100560","0","0","12","24","24","13059","7","20","20"
"100561","4","2","10","21","21","19949","8","12","33"
"100562","3","3","18","18","21","13781","6","13","13"
"100563","1","1","17","17","33","1972","12","24","33"
"100564","0","0","18","21","21","2185","4","4","6"
"100565","1","0","10","10","23","17851","11","11","15"
"100566","0","0","5","9","28","15494","9","9","30"
"100567","1","1","15","15","15","6459","12","12","17"
"100568","3","3","3","17","29","7241","9","9","31"
"100569","1","1","3","10","38","10732","2","7","21"
"100570","1","1","5","9","38","8642","10","15","15"
"100571","1","1","2","16","21","14303","12","17","17"
"100572","2","1","6","13","21","6699","12","15","32"
"100573","1","0","17","23","38","17684",\N,"15","15"
"100574","0","0","7","21","24","12867","14","17","17"
"100575","2","2","4","27","33","4363","8","8","16"
"100576","0","0","17","26","26","15448","11","11","31"
"100577","1","1","14","26","27","7205","5","7","9"
"100578","1","0","7","21","21","10839","8","11","26"
"100579","1","0","8","8","31","2869","10","10","10"
"100580","3","3",\N,"11","20","15058","9","9","9"
"100581","3","3","18","18","18","11151","7","7","11"
"100582","3","1","14","14","16","17769","4","7","21"
"100583","4","2","15","26","34","13192","3","5","14"
"100584","2","0","2","23","24","3154","2","13","34"
"100585","0","0","9","24","24","19521","4","18","23"
"100586","0","0","6","24","24","1954","13","17","17"
"100587","4","2","1","10","29","16117","7","9","31"
"100588","4","4","2","27","33","15184","10","10","32"
"100589","0","0","1","11","13","18229","3","10","10"
"100590","1","1","3","10","11","2373","12","19","31"
"100591","1","1","11","21","22","4781","13","16","23"
"100592","0","0","10","25","25","9668","12","12","29"
"100593","2","2","6","13","26","13823","8","23","24"
"100594","1","1","3","7","32","4992","3","22","22"
"100595","4","1","2","14","16","10349","9","9","28"
